topic_no	test_statistic	p-value	topic_words
topic_30	14.294922837259927	3.2103091062816654e-44	ça hungerford devarest faire holmes wiggins boyle whitewell dr cette bainbridge forstmann fit doyen cool framley lonsback vers dis demandai 
topic_33	14.104780418120896	1.131821372447779e-43	je inspecteur plus cette après homme oui monsieur heures puis non heure vers fit demanda répondit quelques temps jeune dire 
topic_36	13.603851859790367	8.223529653444839e-41	je non dire oui rien plus cette chose faire sais jamais quelque ça puis voir voulez crois pu femme parler 
topic_38	12.344423377641089	3.7597595817561537e-34	je lettre cette plus bureau enveloppe papier yard puis affaire inspecteur police livres scotland nom lettres londres quelques homme banque 
topic_03	11.345409143913145	5.793281719947041e-29	step brandshaft hartford fit blackie cook ça avocat plessis ayres herrington gayleigh déclara bankhart patinay peveley weygand bureau sénateur tattleberry 
topic_41	11.232492910790663	1.2356315783348075e-28	père tante oncle famille frère mère enfant testament après femme mort cette jamais nom grand jeune parents vieille années burden 
topic_19	10.248818645205898	4.6167498063944086e-24	merrivale bewlay masters colonel estivar brinkley march oui professeur ranch air cependant monsieur répondit ransom fit valenzuela commandant présent eh 
topic_22	9.273608121920292	4.4701109009885394e-20	thursday throgmorton haslett greening homme hedlam clapp tarrant gayleigh grilat gillespie mounier bureau café legge peyosi banks cope osborn hempstead 
topic_43	7.578828988495658	5.2712278932942996e-14	wexford pascoe huby dalziel beaupré wield castagnac fit keech dearborn thackeray lomas goodenough watmough vollans demanda stick padgett vieille pontelli 
topic_16	7.433884566943814	1.5395688806566878e-13	todhunter tennison otley shefford norwood farroway chitterwick chef barleduc burkin fit montluçon demanda havers amson revolver madame hommes répondit dossier 
topic_02	7.18849519145761	9.197912789577615e-13	pendlebury wagstaffe inspecteur holt thurston monsieur oncle fayrer hobart répondit scranton fellowes townsend bingley strickland surintendant minnoch béthune turnbull noirot 
topic_44	6.855973999618975	9.09997103509232e-12	mcfee dodd école nettleton mlle monsieur professeur détective fontannes santais élèves anglais portier directeur bordier chef français pemberly classe dortoir 
topic_07	6.204191357505684	6.521536258195783e-10	campion piggot betts baumann steinemann pr plus yeux faraday thôffel horrocks fédéral lorsque monsieur père somerville madame suisse leurs banque 
topic_06	6.04003270040108	1.7802658720472291e-09	noblet beecher fountain heap filby amberley ça gubbins tooley tabora curtebœuf commissaire fit dogtinder scales demanda garde cuisine manoir piaget 
topic_04	5.887246436343413	4.4442749339799285e-09	porte chambre je heures plus lit nuit heure après faire cette temps fenêtre chose personne quelque non soir aller chez 
topic_48	5.201514361285824	2.1090901481018857e-07	cribb thackeray mc innés vibart lieutenant dunoyau severn monk combat chips herriott agent piste feu hall jacobson chef trimbal autres 
topic_49	3.919974161961478	9.141212230054203e-05	yeux main vers tête fit voix puis porte plus visage regard homme mains air devant prit derrière demanda contre regarda 
topic_08	3.2926266437616856	0.0010066275594928851	voiture route plus vers chemin devant côté jusqu loin heure nuit quelques endroit après près minutes heures derrière faire temps 
topic_45	3.2215256278079085	0.0012893849212549991	faire bix après fit trevarrow mort packer mère plus voir père pendant dire lorsque famille pouvait mieux lorsqu docteur situation 
topic_00	2.4360283944284786	0.014920103557405747	je dis puis demandai vers vis yeux lorsque tête pouvais porte entendis savais pris air main rien coup regardai sentais 
topic_12	2.1681044230216897	0.030234808717510924	dr docteur médecin gallois infirmière hôpital malade mort loureiro service plus quelques chef médecins autopsie coroner clinique inspecteur maladie malades 
topic_18	1.961016600557661	0.049998951222401944	cette plus pu crime faire mort après meurtre police affaire rien personne assassin cas non pouvait celui autres enquête aucun 
topic_26	0.5717929505987803	0.5675156088971444	plus feu faire incendie nims lefleur radio mètres dessus corps tente entre près chose abri pouvait côté ça demanda quelqu 
topic_32	0.4395064915222327	0.6603420118203513	jeune femme plus fille homme yeux cheveux cette visage air sourire regard vers toujours femmes jamais voix grand robe tête 
topic_20	-0.12275553220303781	0.9023119504177908	téléphone je heures bureau numéro oui voix police chez porte allô appareil heure voiture gamadge raccrocha nom lorsque vers aveyard 
topic_29	-0.3607324694011206	0.7183364787451925	plus corps coup revolver main mort tête cadavre arme homme vers visage cette contre après puis bruit mains feu couteau 
topic_05	-0.5427995298669251	0.5873264738436055	verre table café cuisine eau thé bouteille manger boire verres après dîner bencolin tasse plateau whisky déjeuner soir repas bière 
topic_37	-0.578788932647761	0.5627927349027979	dab houghton école fredrika pascoe walters venner tosse docteur kilander lialena sansone lagervall ingun uno inspecteur homme estes potts fiches 
topic_21	-0.6845652044411409	0.49369577623579675	talolahti ça bureau fit petersen ordinateur degerman plus oddie déjà tueur mme lampinen turpin gizmo amburgey quelques passe riistala données 
topic_23	-1.0427452499538579	0.2972203115734165	finch flaty eventreur powell hallward ça demanda femme celui bartlett whitechapel spencers chef macey village bingham purple policier street livres 
topic_46	-1.8043382543550508	0.0713945318127891	grouchko je dis bemie ça keif plus train mec faire milioukine tête fit chiens pouvais vraiment chose mafia voiture air 
topic_34	-1.9931930105611262	0.046369299065161365	eau sac jumeaux plus chien parc faisait cheveux petits entre drury plastique animal jours leurs puma photos trois cheval bout 
topic_17	-2.0841668347431224	0.03726749194008036	fellows commissaire fille wilks parry plage moore femme heures bonetti photo ça morte pittsfield août garçon cette kirschner pilote rien 
